Customer_ID,Order_ID,Product_ID,Event_Type,Event_Timestamp
1017,EMEA-2022-152156,1,dashboard_viewed,2022-11-09 18:20:58
1017,EMEA-2022-152156,1,login,2022-11-09 23:43:34
1017,EMEA-2022-152156,1,login,2022-11-09 22:44:29
1017,EMEA-2022-152156,1,report_downloaded,2022-11-09 05:37:37
1017,EMEA-2022-152156,1,report_downloaded,2022-11-09 08:59:01
1017,EMEA-2022-152156,1,feature_used,2022-11-09 21:09:59
1017,EMEA-2022-152156,2,dashboard_viewed,2022-11-09 10:00:06
1017,EMEA-2022-152156,2,report_downloaded,2022-11-09 08:48:29
1017,EMEA-2022-152156,2,login,2022-11-09 15:48:46
1017,EMEA-2022-152156,2,report_downloaded,2022-11-09 19:45:36
1017,EMEA-2022-152156,2,login,2022-11-09 15:17:25
1017,EMEA-2022-152156,2,login,2022-11-09 02:14:54
1017,EMEA-2022-152156,2,dashboard_viewed,2022-11-09 15:09:32
1017,EMEA-2022-152156,2,dashboard_viewed,2022-11-09 17:17:58
1056,AMER-2022-138688,2,login,2022-06-13 20:09:05
1056,AMER-2022-138688,2,feature_used,2022-06-13 00:19:08
1056,AMER-2022-138688,2,report_downloaded,2022-06-13 09:10:55
1056,AMER-2022-138688,2,dashboard_viewed,2022-06-13 16:01:32
1056,AMER-2022-138688,2,report_downloaded,2022-06-13 22:33:43
1056,AMER-2022-138688,2,feature_used,2022-06-13 14:44:01
1056,AMER-2022-138688,2,dashboard_viewed,2022-06-13 01:19:31
1031,EMEA-2021-108966,3,dashboard_viewed,2021-10-11 19:49:38
1031,EMEA-2021-108966,3,dashboard_viewed,2021-10-11 08:45:35
1031,EMEA-2021-108966,3,dashboard_viewed,2021-10-11 05:23:43
1031,EMEA-2021-108966,3,login,2021-10-11 05:07:43
1031,EMEA-2021-108966,3,login,2021-10-11 16:32:51
1031,EMEA-2021-108966,3,dashboard_viewed,2021-10-11 02:03:44
1031,EMEA-2021-108966,3,dashboard_viewed,2021-10-11 15:15:57
1031,EMEA-2021-108966,3,dashboard_viewed,2021-10-11 04:22:01
1031,EMEA-2021-108966,4,report_downloaded,2021-10-11 02:06:02
1031,EMEA-2021-108966,4,login,2021-10-11 13:08:24
1031,EMEA-2021-108966,4,report_downloaded,2021-10-11 01:17:42
1031,EMEA-2021-108966,4,feature_used,2021-10-11 21:37:42
1031,EMEA-2021-108966,4,login,2021-10-11 14:00:03
1031,EMEA-2021-108966,4,report_downloaded,2021-10-11 09:44:33
1065,AMER-2020-115812,5,report_downloaded,2020-06-09 21:38:27
1065,AMER-2020-115812,5,dashboard_viewed,2020-06-09 05:43:18
1065,AMER-2020-115812,5,feature_used,2020-06-09 09:23:46
1065,AMER-2020-115812,5,login,2020-06-09 11:50:21
1065,AMER-2020-115812,5,feature_used,2020-06-09 07:16:56
1065,AMER-2020-115812,5,feature_used,2020-06-09 07:54:46
1065,AMER-2020-115812,5,dashboard_viewed,2020-06-09 18:47:38
1065,AMER-2020-115812,5,login,2020-06-09 01:54:05
1065,AMER-2020-115812,6,report_downloaded,2020-06-09 21:01:32
1065,AMER-2020-115812,6,feature_used,2020-06-09 17:07:41
1065,AMER-2020-115812,6,login,2020-06-09 03:32:30
1065,AMER-2020-115812,6,dashboard_viewed,2020-06-09 05:11:09
1065,AMER-2020-115812,6,dashboard_viewed,2020-06-09 01:18:00
1065,AMER-2020-115812,6,report_downloaded,2020-06-09 08:46:31
1065,AMER-2020-115812,6,login,2020-06-09 20:58:42
1065,AMER-2020-115812,6,dashboard_viewed,2020-06-09 13:07:40
1065,AMER-2020-115812,6,feature_used,2020-06-09 07:53:42
1065,AMER-2020-115812,6,report_downloaded,2020-06-09 13:03:03
1065,AMER-2020-115812,7,feature_used,2020-06-09 05:02:01
1065,AMER-2020-115812,7,feature_used,2020-06-09 01:12:48
1065,AMER-2020-115812,7,report_downloaded,2020-06-09 18:54:11
1065,AMER-2020-115812,7,login,2020-06-09 20:05:06
1065,AMER-2020-115812,7,login,2020-06-09 20:24:15
1065,AMER-2020-115812,3,login,2020-06-09 10:48:23
1065,AMER-2020-115812,3,login,2020-06-09 19:20:25
1065,AMER-2020-115812,3,login,2020-06-09 11:13:30
1065,AMER-2020-115812,8,login,2020-06-09 04:22:45
1065,AMER-2020-115812,8,report_downloaded,2020-06-09 09:38:40
1065,AMER-2020-115812,8,dashboard_viewed,2020-06-09 16:37:39
1065,AMER-2020-115812,8,dashboard_viewed,2020-06-09 10:41:30
1065,AMER-2020-115812,8,feature_used,2020-06-09 22:16:24
1065,AMER-2020-115812,8,feature_used,2020-06-09 01:27:53
1065,AMER-2020-115812,8,dashboard_viewed,2020-06-09 15:15:15
1065,AMER-2020-115812,8,login,2020-06-09 06:54:45
1065,AMER-2020-115812,8,login,2020-06-09 09:14:13
1065,AMER-2020-115812,8,login,2020-06-09 19:08:51
1065,AMER-2020-115812,3,dashboard_viewed,2020-06-09 23:38:13
1065,AMER-2020-115812,3,report_downloaded,2020-06-09 05:25:32
1065,AMER-2020-115812,3,report_downloaded,2020-06-09 22:01:19
1065,AMER-2020-115812,3,feature_used,2020-06-09 18:14:16
1065,AMER-2020-115812,3,report_downloaded,2020-06-09 10:23:23
1065,AMER-2020-115812,3,dashboard_viewed,2020-06-09 00:57:34
1065,AMER-2020-115812,3,login,2020-06-09 11:19:43
1065,AMER-2020-115812,3,login,2020-06-09 23:24:25
1065,AMER-2020-115812,3,dashboard_viewed,2020-06-09 06:20:25
1065,AMER-2020-115812,3,login,2020-06-09 17:21:46
1065,AMER-2020-115812,7,login,2020-06-09 11:43:38
1065,AMER-2020-115812,7,login,2020-06-09 22:09:57
1065,AMER-2020-115812,7,report_downloaded,2020-06-09 05:33:23
1065,AMER-2020-115812,7,login,2020-06-09 11:58:05
1062,EMEA-2023-114412,9,dashboard_viewed,2023-04-16 19:46:13
1062,EMEA-2023-114412,9,feature_used,2023-04-16 07:54:43
1062,EMEA-2023-114412,9,feature_used,2023-04-16 10:28:56
1062,EMEA-2023-114412,9,feature_used,2023-04-16 08:18:36
1062,EMEA-2023-114412,9,report_downloaded,2023-04-16 05:10:30
1062,EMEA-2023-114412,9,feature_used,2023-04-16 19:59:04
1066,AMER-2022-161389,3,login,2022-12-06 18:16:41
1066,AMER-2022-161389,3,feature_used,2022-12-06 18:26:11
1066,AMER-2022-161389,3,dashboard_viewed,2022-12-06 08:22:20
1066,AMER-2022-161389,3,feature_used,2022-12-06 10:20:10
1066,AMER-2022-161389,3,report_downloaded,2022-12-06 21:32:36
1074,APJ-2021-118983,8,login,2021-11-22 03:39:39
1074,APJ-2021-118983,8,feature_used,2021-11-22 08:39:59
1074,APJ-2021-118983,8,feature_used,2021-11-22 02:30:04
1074,APJ-2021-118983,8,feature_used,2021-11-22 08:04:50
1074,APJ-2021-118983,3,login,2021-11-22 01:11:57
1074,APJ-2021-118983,3,feature_used,2021-11-22 08:57:28
1074,APJ-2021-118983,3,login,2021-11-22 02:49:18
1074,APJ-2021-118983,3,report_downloaded,2021-11-22 06:35:41
1074,APJ-2021-118983,3,report_downloaded,2021-11-22 13:10:27
